text,label
王曼昱夺得世锦赛女单冠军,体育
王楚钦夺得亚运会乒乓球男单冠军,体育
郑钦文闯入网球大满贯八强创造历史,体育
张之臻夺得ATP巡回赛冠军创造中国男网历史,体育
吴易昺闯入美网第三轮,体育
丁俊晖夺得斯诺克英锦赛冠军,体育
赵心童夺得斯诺克大师赛冠军,体育
颜丙涛夺得斯诺克大师赛冠军,体育
周琦加盟NBL墨尔本凤凰队,体育
郭艾伦带领辽宁队夺得CBA总冠军,体育
易建联宣布退役结束传奇职业生涯,体育
姚明入选篮球名人堂,体育
王哲林夺得CBA常规赛MVP,体育
吴前带领浙江队闯入CBA总决赛,体育
胡明轩夺得CBA总决赛MVP,体育
中国女篮夺得亚洲杯冠军,体育
韩旭入选WNBA最佳阵容,体育
李梦征战WNBA表现出色,体育
中国女足夺得亚洲杯冠军时隔16年再捧杯,体育
王霜效力美国NWSL球队,体育
唐佳丽加盟英超热刺女足,体育
中国男子篮球国家队出征世界杯,体育
中国女子篮球国家队获得世界杯亚军,体育
中国游泳队世锦赛夺得多枚金牌,体育
覃海洋夺得世锦赛蛙泳三枚金牌,体育
张雨霏夺得世锦赛蝶泳金牌,体育
汪顺夺得世锦赛混合泳金牌,体育
徐嘉余夺得世锦赛仰泳金牌,体育
中国举重队世锦赛包揽多枚金牌,体育
石智勇打破世界纪录夺得冠军,体育
吕小军东京奥运会夺得金牌,体育
侯志慧夺得奥运会举重首金,体育
李发彬夺得奥运会举重金牌金鸡独立引关注,体育
中国体操队世锦赛夺得多枚金牌,体育
邹敬园夺得奥运会双杠金牌,体育
管晨辰夺得奥运会平衡木金牌,体育
肖若腾夺得奥运会体操全能银牌,体育
中国羽毛球队苏迪曼杯实现三连冠,体育
陈雨菲夺得奥运会羽毛球女单金牌,体育
雅思组合夺得奥运会混双金牌,体育
凡尘组合夺得世锦赛女双冠军,体育
石宇奇夺得世锦赛男单冠军,体育
中国射箭队世锦赛夺得金牌,体育
中国跆拳道队奥运会夺得多枚奖牌,体育
孙一文夺得奥运会重剑金牌,体育
朱雪莹夺得奥运会蹦床金牌,体育
刘洋夺得奥运会吊环金牌,体育
邹凯成为中国奥运金牌最多运动员,体育
林丹宣布退役结束羽坛传奇,体育
李宗伟宣布退役与林丹成就时代传奇,体育
梅西夺得世界杯冠军加冕球王,体育
C罗征战欧洲杯葡萄牙再创佳绩,体育
姆巴佩世界杯表现出色带领法国闯入决赛,体育
哈兰德打破英超单赛季进球纪录,体育
德布劳内带领曼城夺得欧冠冠军,体育
瓜迪奥拉带领曼城实现三冠王伟业,体育
安切洛蒂带领皇马夺得欧冠冠军成为历史第一人,体育
弗格森退休曼联进入新时代,体育
温格结束阿森纳22年执教生涯,体育
克洛普带领利物浦夺得欧冠和英超冠军,体育
穆里尼奥执教罗马夺得欧协杯冠军,体育
纳达尔夺得22个大满贯创男子网坛纪录,体育
费德勒退役结束传奇职业生涯,体育
德约科维奇夺得24个大满贯创历史纪录,体育
小威退役成就女子网坛传奇,体育
大坂直美夺得多个大满贯冠军,体育
拉杜卡努美网资格赛选手夺冠创造奇迹,体育
汉密尔顿F1七冠王追平舒马赫纪录,体育
维斯塔潘连续夺得F1年度总冠军,体育
勒克莱尔法拉利车队头号车手,体育
阿隆索重返F1赛场表现出色,体育
博尔特保持百米世界纪录无人能破,体育
基普乔格打破马拉松世界纪录跑进2小时,体育
武大靖短道速滑世界纪录保持者,体育
宁忠岩速度滑冰世界杯夺得多枚金牌,体育
高亭宇夺得冬奥会速度滑冰金牌,体育
齐广璞夺得冬奥会自由式滑雪空中技巧金牌,体育
徐梦桃夺得冬奥会自由式滑雪空中技巧金牌,体育
苏翊鸣夺得冬奥会单板滑雪金牌,体育
蔡雪桐夺得世锦赛单板滑雪U型场地冠军,体育
刘佳宇冬奥会单板滑雪夺得银牌,体育
王心迪夺得自由式滑雪空中技巧世界杯冠军,体育
李方慧夺得自由式滑雪U型场地世界杯冠军,体育
张可欣自由式滑雪U型场地世界杯表现出色,体育
北京冬奥会圆满成功中国代表团创历史最佳,体育
哈尔滨成功申办2025年亚冬会,体育
杭州亚运会成功举办中国代表团金牌数第一,体育
成都大运会成功举办展现青春活力,体育
巴黎奥运会倒计时中国代表团积极备战,体育
米兰冬奥会筹备工作稳步推进,体育
NBA湖人队夺得总冠军詹姆斯再创纪录,娱乐
周杰伦发布最新专辑先行曲引发全网热议,娱乐
TFBOYS十周年演唱会引发粉丝热潮,娱乐
王菲演唱电影主题曲再次引发热议,娱乐
张学友世界巡回演唱会场场爆满,娱乐
刘德华从艺四十周年演唱会感动观众,娱乐
郭富城舞林密码世界巡回演唱会举行,娱乐
黎明举办演唱会引发怀旧热潮,娱乐
陈奕迅Fear and Dreams世界巡回演唱会举行,娱乐
林俊杰JJ20世界巡回演唱会场场爆满,娱乐
周杰伦嘉年华世界巡回演唱会引发抢票热潮,娱乐
王力宏复出演唱会引发关注,娱乐
陶喆Soul Power II世界巡回演唱会重启,娱乐
蔡依林Ugly Beauty世界巡回演唱会举行,娱乐
孙燕姿出道二十周年线上演唱会引发回忆杀,娱乐
梁静茹当我们谈论爱情世界巡回演唱会举行,娱乐
刘若英飞行日世界巡回演唱会举行,娱乐
五月天人生无限公司巡回演唱会感动观众,娱乐
苏打绿复出演唱会引发粉丝热潮,娱乐
华晨宇火星演唱会场场爆满,娱乐
张杰未LIVE巡回演唱会场场爆满,娱乐
张艺兴大航海巡回演唱会展现舞台实力,娱乐
王一博乐华家族演唱会舞台引发热议,娱乐
肖战如梦之梦话剧演出获得好评,娱乐
易烊千玺出演少年的你获得金像奖最佳新演员,娱乐
王俊凯出演断桥表现获得认可,娱乐
王源客厅狂欢巡回演唱会成功举行,娱乐
迪丽热巴出演与君初相识人气高涨,娱乐
杨紫出演长相思成为暑期档爆款,娱乐
赵丽颖出演风吹半夏展现转型实力,娱乐
杨幂出演狐妖小红娘月红篇引期待,娱乐
刘诗诗出演一念关山获得好评,娱乐
刘亦菲出演去有风的地方带火云南旅游,娱乐
唐嫣出演繁花获得好评,娱乐
胡歌出演县委大院获得白玉兰奖最佳男主角,娱乐
靳东出演纵有疾风起获得收视佳绩,娱乐
王凯出演大江大河系列获得好评,娱乐
张译出演狂飙安警察角色深入人心,娱乐
张颂文出演狂飙高启强大火出圈,娱乐
雷佳音出演人世间获得白玉兰奖最佳男主角,娱乐
于和伟出演觉醒年代获得好评,娱乐
辛柏青出演人世间获得金鸡奖最佳男配角,娱乐
殷桃出演人世间获得白玉兰奖最佳女主角,娱乐
宋佳出演人世间表现获得认可,娱乐
海清出演隐入尘烟展现演技实力,娱乐
周迅出演不完美受害人获得好评,娱乐
黄渤出演封神第一部费翔表现惊艳,娱乐
费翔出演封神第一部纣王角色引热议,娱乐
于适出演封神第一部姬发成功出圈,娱乐
娜然出演封神第一部妲己获得认可,娱乐
王宝强导演八角笼中获得票房口碑双丰收,娱乐
贾玲导演热辣滚烫票房突破30亿,娱乐
陈思诚导演消失的她成为暑期档爆款,娱乐
郭帆导演流浪地球2开启中国科幻电影新纪元,娱乐
吴京主演战狼2创造票房神话,娱乐
沈腾主演满江红票房突破45亿,娱乐
马丽主演独行月球票房突破30亿,娱乐
开心麻花夏洛特烦恼成为经典喜剧,娱乐
徐峥导演我不是药神引发社会热议,娱乐
文牧野导演奇迹笨小孩获得好评,娱乐
张艺谋导演满江红获得票房佳绩,娱乐
陈凯歌导演长津湖系列票房突破50亿,娱乐
林超贤导演红海行动获得票房口碑双丰收,娱乐
刘伟强导演中国医生展现抗疫精神,娱乐
贾樟柯导演江湖儿女展现时代变迁,娱乐
王小帅导演地久天长获得国际大奖,娱乐
娄烨导演兰心大剧院获得好评,娱乐
冯小刚导演芳华引发怀旧热潮,娱乐
姜文导演邪不压正风格独特引热议,娱乐
管虎导演八佰获得票房佳绩,娱乐
路阳导演刺杀小说家展现国产视效进步,娱乐
饶晓志导演万里归途展现撤侨行动,娱乐
郭帆导演流浪地球开启中国科幻元年,娱乐
饺子导演哪吒之魔童降世成为动画电影票房冠军,娱乐
田晓鹏导演深海展现国产动画技术,娱乐
光线传媒哪吒之魔童闹海引期待,娱乐
追光动画长安三万里弘扬传统文化,娱乐
白蛇缘起系列动画电影获得好评,娱乐
姜子牙动画电影获得票房佳绩,娱乐
熊出没系列动画电影年年贺岁档票房稳定,娱乐
喜羊羊与灰太狼大电影回归大银幕,娱乐
湖南卫视乘风破浪的姐姐引发热议,娱乐
湖南卫视披荆斩棘的哥哥成功举办,娱乐
浙江卫视中国好声音持续举办多年,娱乐
腾讯视频创造营系列选秀节目,娱乐
爱奇艺偶像练习生开启选秀新时代,娱乐
芒果TV明星大侦探成为爆款综艺,娱乐
腾讯视频吐槽大会引发热议,娱乐
爱奇艺奇葩说引发观点碰撞,娱乐
优酷这就是街舞展现舞者风采,娱乐
腾讯视频脱口秀大会捧红众多脱口秀演员,娱乐
李诞脱口秀商业帝国日益壮大,娱乐
徐志胜脱口秀大火出圈,娱乐
何广智脱口秀获得观众喜爱,娱乐
呼兰脱口秀获得年度总冠军,娱乐
周奇墨脱口秀表演获得认可,娱乐
杨笠脱口秀引发性别话题热议,娱乐
思文脱口秀独立女性形象,娱乐
程璐脱口秀首席编剧,娱乐
王建国脱口秀谐音梗之王,娱乐
庞博脱口秀颜值与实力并存,娱乐
德云社相声演出场场爆满,娱乐
郭德纲于谦相声黄金搭档,娱乐
岳云鹏孙越相声深受观众喜爱,娱乐
郭麒麟相声与影视双栖发展,娱乐
张云雷相声偶像派引发粉丝热潮,娱乐
孟鹤堂周九良相声获得认可,娱乐
栾云平高峰相声传统功底深厚,娱乐
烧饼曹鹤阳相声风格火爆,娱乐
张九南高九成相声崭露头角,娱乐
秦霄贤相声流量与实力兼具,娱乐
开心麻花话剧演出全国巡演,娱乐
赖声川话剧宝岛一村获得好评,娱乐
孟京辉话剧恋爱的犀牛成为经典,娱乐
话剧雷雨经典剧目常演不衰,娱乐
话剧茶馆北京人民艺术剧院经典,娱乐
央行宣布降息0.25个百分点释放流动性,财经
美联储再次加息50个基点应对通胀压力,财经
A股三大指数集体上涨沪指收复3000点,财经
沪深两市成交额突破一万亿元,财经
北向资金单日净流入超百亿元,财经
南向资金持续净流入港股市场,财经
贵州茅台股价突破2000元市值重回2万亿,财经
宁德时代股价跌破200元市值缩水,财经
比亚迪市值突破万亿成为新能源车龙头,财经
腾讯控股股价跌破300港元创年内新低,财经
阿里巴巴发布最新财报营收增长8%,财经
京东发布Q3财报净利润同比增长30%,财经
拼多多财报超预期股价大涨20%,财经
美团本地生活业务持续盈利,财经
字节跳动估值突破3万亿人民币,财经
华为年营收突破7000亿元,财经
小米集团股价上涨10%造车业务进展顺利,财经
理想汽车单月交付突破4万辆,财经
蔚来单月交付突破2万辆,财经
小鹏单月交付突破2.5万辆,财经
特斯拉降价促销中国市场销量大增,财经
比亚迪单月销量突破30万辆蝉联销冠,财经
大众汽车在华销量下滑寻求电动化转型,财经
丰田汽车加速电动化布局中国市场,财经
宝马新能源车型销量持续增长,财经
奔驰电动化战略加速推进,财经
央行降准释放长期资金约5000亿元,财经
MLF利率下调5个基点引导利率下行,财经
LPR报价维持不变房贷利率保持稳定,财经
人民币汇率破7.2引发市场关注,财经
美元指数持续走强非美货币承压,财经
黄金价格突破2100美元创历史新高,财经
原油价格跌破70美元供应过剩担忧加剧,财经
布伦特原油价格维持在80美元附近震荡,财经
铜价上涨新能源需求预期增强,财经
铝价维持震荡供应过剩压力犹存,财经
铁矿石价格跌破100美元需求疲软,财经
螺纹钢价格维持在4000元附近,财经
玻璃期货价格上涨地产竣工预期改善,财经
水泥价格持续低迷需求未见明显好转,财经
煤炭价格维持在800元附近供需平衡,财经
天然气价格大幅下跌供应充足,财经
硅料价格跌破6万元产能过剩严重,财经
锂矿价格跌破15万元腰斩引发行业洗牌,财经
稀土价格维持震荡供需格局稳定,财经
多晶硅价格持续下跌光伏产业链降价,财经
光伏组件价格跌破1.5元/W行业竞争加剧,财经
风电装机量持续增长成本持续下降,财经
储能行业迎来爆发式增长政策支持力度大,财经
新能源汽车补贴完全退出价格战打响,财经
购置税减免政策延续至2025年底,财经
汽车以旧换新政策出台刺激消费,财经
家电下乡政策再次启动扩大内需,财经
房地产新政出台支持刚性和改善性住房需求,财经
一线城市全面取消限购政策,财经
首套房贷款利率下限下调40个基点,财经
二套房首付比例降至30%,财经
保交楼政策持续推进烂尾楼问题逐步解决,财经
城中村改造政策启动预计投资超万亿,财经
保障性住房建设加速推进,财经
商品房销售面积同比降幅收窄,财经
二手房挂牌量持续攀升价格承压,财经
土地市场回暖一线城市土拍溢价率上升,财经
开发商融资环境改善三支箭政策显效,财经
碧桂园债务重组取得重大进展,财经
恒大债务重组方案获得通过,财经
融创中国债务重组成功,财经
万科获得银行授信超千亿资金链安全,财经
保利发展销售额稳居行业第一,财经
中海地产逆势扩张持续拿地,财经
华润置地商业地产表现优异,财经
龙湖集团财务稳健获得资本市场认可,财经
美的集团营收突破3000亿多元化布局显效,财经
格力电器空调主业稳固多元化寻求突破,财经
海尔智家海外市场表现出色,财经
老板电器厨电龙头地位稳固,财经
方太高端厨电市场份额领先,财经
苏泊尔小家电龙头持续稳健增长,财经
九阳股份豆浆机龙头地位稳固,财经
飞鹤乳业国产奶粉龙头地位稳固,财经
伊利股份乳业龙头营收突破千亿,财经
蒙牛乳业紧跟其后市场份额稳步提升,财经
农夫山泉市值突破5000亿瓶装水龙头,财经
康师傅方便面与饮品双龙头,财经
统一企业中国追赶康师傅差距缩小,财经
海天味业酱油龙头遭遇信任危机,财经
千禾味业零添加酱油快速增长,财经
中炬高新美味鲜酱油稳步发展,财经
金龙鱼食用油龙头地位稳固,财经
福临门背靠中粮集团稳步发展,财经
鲁花花生油龙头品牌深入人心,财经
贵州茅台飞天酒批价维持在2700元左右,财经
五粮液批价维持在950元左右,财经
泸州老窖国窖1573批价稳步提升,财经
山西汾酒青花系列快速增长,财经
洋河股份梦之蓝系列表现出色,财经
古井贡酒年份原浆系列安徽省内龙头,财经
口子窖次高端白酒代表,财经
青岛啤酒高端化战略成效显著,财经
重庆啤酒乌苏啤酒全国化顺利,财经
雪花啤酒勇闯天涯升级成功,财经
百威亚太高端啤酒市场份额领先,财经
中国平安寿险改革成效逐步显现,财经
中国人寿寿险龙头地位稳固,财经
中国太保产险表现优异,财经
新华保险转型进行时,财经
中国人保财险龙头优势明显,财经
招商银行零售银行之王,财经
宁波银行城商行标杆,财经
兴业银行同业之王,财经
浦发银行稳健经营,财经
民生银行风险出清,财经
中信银行背靠中信集团,财经
光大银行财富管理转型,财经
平安银行零售转型成效显著,财经
工商银行宇宙行业务稳健,财经
建设银行住房金融优势明显,财经
农业银行三农业务龙头,财经
中国银行外汇业务优势,财经
交通银行老牌股份制银行,财经
邮储银行网点下沉优势明显,财经
东方财富互联网券商龙头,财经
中信证券投行龙头,财经
华泰证券财富管理转型领先,财经
国泰君安老牌券商稳健,财经
广发基金公募基金管理规模领先,财经
易方达基金主动权益基金龙头,财经
南方基金固收业务优势明显,财经
博时基金养老金业务领先,财经
嘉实基金权益与固收均衡发展,财经
华夏基金ETF业务龙头,财经
汇添富基金权益基金表现出色,财经
富国基金量化业务优势明显,财经
中欧基金主动权益能力突出,财经
兴证全球基金价值投资标杆,财经
高瓴资本全球顶级投资机构,财经
红杉中国创投行业龙头,财经
IDG资本老牌投资机构,财经
深创投本土创投龙头,财经
君联资本联想系投资平台,财经
启明医疗创投医疗健康领域领先,财经
经纬创投早期投资领先机构,财经
真格基金天使投资标杆,财经
创新工场人工智能领域投资,财经
鼎晖投资PE投资老牌机构,财经
